age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
28,Lawyer,17759.1,6,8,19,26,3598.39,28.18,5.4,Yes,64.55,123.08,Low_spent_Medium_value_payments,245.76,0
37,Teacher,85328.73,3,4,11,7,585.05,29.34,31.9,No,68.46,318.31,Low_spent_Medium_value_payments,579.11,2
24,Lawyer,61008.0,10,5,32,16,1755.81,27.37,8.9,Yes,189.43,218.21,High_spent_Medium_value_payments,365.87,0
24,Lawyer,61008.0,10,5,32,16,1755.81,32.99,8.11,Yes,189.43,165.22,Low_spent_Large_value_payments,438.86,0
24,Lawyer,61008.0,10,5,32,16,1755.81,29.07,9.2,Yes,189.43,201.69,High_spent_Medium_value_payments,382.39,0
19,Developer,28665.76,7,3,5,14,1237.46,36.64,24.3,No,22.69,340.99,Low_spent_Small_value_payments,184.6,1
19,Developer,28665.76,7,3,5,16,1237.46,34.1,24.4,No,22.69,182.03,Low_spent_Large_value_payments,323.56,1
19,Developer,28665.76,7,3,5,16,1237.46,33.37,24.6,No,22.69,80.26,High_spent_Medium_value_payments,405.34,1
19,Developer,28665.76,7,3,5,16,1237.46,33.85,24.8,No,22.69,138.31,Low_spent_Medium_value_payments,377.29,1
18,Lawyer,56803.71,7,5,25,46,2593.44,27.19,5.11,Yes,187.19,154.37,High_spent_Medium_value_payments,370.5,1
31,Architect,38364.82,9,6,32,34,1973.63,25.57,19.4,Yes,74.85,280.39,Low_spent_Small_value_payments,225.17,0
32,Architect,38364.82,9,6,32,34,1973.63,26.08,19.5,Yes,74.85,123.9,Low_spent_Large_value_payments,361.65,0
32,Architect,38364.82,9,6,32,34,1973.63,26.27,19.6,Yes,74.85,111.04,Low_spent_Large_value_payments,374.52,0
32,Architect,38364.82,9,6,32,31,1973.63,32.17,19.7,Yes,74.85,42.19,High_spent_Large_value_payments,413.37,0
32,Architect,38364.82,9,6,32,34,1973.63,41.38,19.9,Yes,74.85,41.53,High_spent_Medium_value_payments,424.03,0
32,Architect,38364.82,9,6,32,34,1973.63,35.43,19.1,Yes,74.85,73.01,High_spent_Small_value_payments,402.54,0
55,Doctor,19403.405,1,7,3,13,339.11,31.23,16.4,No,39.21,52.13,High_spent_Medium_value_payments,349.15,1
55,Doctor,19403.405,1,7,3,13,339.11,36.51,16.5,No,39.21,125.95,Low_spent_Small_value_payments,315.33,1
55,Doctor,19403.405,1,7,3,11,339.11,33.69,16.6,No,39.21,192.72,Low_spent_Small_value_payments,248.56,1
55,Doctor,19403.405,1,7,3,13,339.11,38.37,16.11,No,39.21,214.82,Low_spent_Small_value_payments,226.46,0
19,Architect,15015.4,5,5,9,25,330.17,29.99,21.8,No,11.69,75.14,Low_spent_Small_value_payments,324.5,0
19,Architect,15015.4,5,5,9,25,330.17,24.25,21.9,No,11.69,48.26,Low_spent_Small_value_payments,351.38,0
20,Architect,15015.4,5,5,9,27,330.17,28.38,22.2,No,11.69,162.58,Low_spent_Small_value_payments,237.07,1
34,Engineer,19777.05,5,3,3,19,186.16,38.14,22.2,No,29.05,65.38,Low_spent_Medium_value_payments,358.39,0
24,Musician,20188.02,4,3,6,10,399.92,28.54,20.2,No,25.58,147.64,Low_spent_Large_value_payments,281.92,1
24,Musician,20188.02,4,3,6,9,399.92,39.07,20.4,No,25.58,79.88,High_spent_Small_value_payments,339.68,2
24,Musician,20188.02,4,3,6,9,399.92,33.0,20.6,No,25.58,148.26,Low_spent_Medium_value_payments,291.3,1
25,Musician,20188.02,4,3,6,9,399.92,24.02,20.8,No,25.58,50.97,High_spent_Medium_value_payments,358.59,2
31,Engineer,55151.04,10,6,23,31,1743.83,30.3,12.2,Yes,171.82,262.84,Low_spent_Medium_value_payments,315.83,0
32,Engineer,55151.04,10,6,23,36,1743.83,26.57,12.6,Yes,171.82,174.92,High_spent_Medium_value_payments,373.75,0
32,Engineer,55151.04,10,6,23,31,1743.83,39.27,12.7,Yes,171.82,104.88,High_spent_Medium_value_payments,443.79,0
32,Engineer,55151.04,10,6,23,29,1743.83,37.18,12.8,Yes,171.82,112.55,High_spent_Medium_value_payments,436.12,0
39,Manager,30536.62,6,6,7,19,687.87,31.02,15.4,Yes,42.97,96.73,High_spent_Medium_value_payments,353.37,1
39,Manager,30536.62,6,6,7,19,687.87,31.64,15.5,Yes,42.97,75.76,High_spent_Medium_value_payments,374.34,1
39,Manager,30536.62,6,6,7,19,687.87,38.64,15.6,Yes,42.97,36.64,High_spent_Medium_value_payments,413.46,1
39,Manager,30536.62,6,6,7,19,687.87,35.25,15.8,Yes,42.97,115.58,Low_spent_Large_value_payments,354.51,0
39,Manager,30536.62,6,6,7,19,687.87,28.52,15.9,Yes,42.97,97.51,High_spent_Medium_value_payments,352.59,0
42,Architect,20005.22,8,3,6,22,1859.45,38.05,12.5,Yes,59.51,219.66,Low_spent_Small_value_payments,179.14,1
42,Architect,20005.22,8,3,6,22,1859.45,32.77,12.6,Yes,59.51,166.33,Low_spent_Medium_value_payments,222.46,1
42,Architect,20005.22,8,3,6,25,1859.45,29.84,12.7,Yes,59.51,127.66,Low_spent_Medium_value_payments,261.13,1
42,Architect,20005.22,8,3,6,17,1859.45,40.34,12.9,Yes,59.51,34.83,High_spent_Small_value_payments,333.97,1
43,Architect,20005.22,8,3,6,22,1859.45,31.04,12.1,Yes,59.51,33.73,High_spent_Medium_value_payments,325.06,1
43,Architect,20005.22,8,3,6,22,1859.45,25.47,13.0,Yes,59.51,176.45,Low_spent_Small_value_payments,222.35,0
32,Scientist,19795.52,7,10,34,15,3135.02,26.83,2.4,Yes,130.48,174.71,Low_spent_Small_value_payments,151.08,0
32,Scientist,19795.52,7,10,34,15,3135.02,27.58,2.5,Yes,130.48,61.28,High_spent_Medium_value_payments,224.51,0
32,Scientist,19795.52,7,10,34,15,3135.02,36.65,2.6,Yes,130.48,76.76,Low_spent_Large_value_payments,229.03,0
33,Scientist,19795.52,7,10,34,15,3135.02,26.51,2.9,Yes,130.48,110.61,High_spent_Small_value_payments,185.18,0
42,Writer,57610.32,8,10,25,41,4428.64,30.25,1.6,Yes,256.23,135.04,High_spent_Medium_value_payments,310.51,0
42,Writer,57610.32,8,10,25,41,4428.64,31.63,1.7,Yes,256.23,146.15,High_spent_Medium_value_payments,299.4,1
42,Writer,57610.32,8,10,25,41,4428.64,37.09,1.8,Yes,256.23,36.03,High_spent_Large_value_payments,399.52,0
42,Writer,57610.32,8,10,25,41,4428.64,27.25,1.9,Yes,256.23,186.6,Low_spent_Large_value_payments,278.95,0
42,Writer,57610.32,8,10,25,41,4428.64,24.54,1.1,Yes,256.23,415.01,Low_spent_Medium_value_payments,60.54,0
36,Journalist,18717.02,8,5,15,9,2103.99,27.19,15.8,Yes,60.65,39.91,High_spent_Medium_value_payments,278.92,1
37,Journalist,18717.02,8,5,15,7,2103.99,33.81,15.1,Yes,60.65,82.39,Low_spent_Small_value_payments,276.43,0
37,Journalist,18717.02,8,5,15,4,2103.99,29.05,15.11,Yes,60.65,66.72,Low_spent_Small_value_payments,292.11,1
17,Journalist,19163.22,3,7,7,23,2226.37,35.68,16.3,Yes,24.18,165.73,Low_spent_Small_value_payments,234.78,1
17,Journalist,19163.22,3,7,7,18,2226.37,26.15,16.5,Yes,24.18,35.39,High_spent_Medium_value_payments,325.12,2
17,Journalist,19163.22,3,7,7,18,2226.37,36.35,16.7,Yes,24.18,81.73,High_spent_Small_value_payments,288.79,2
27,Musician,63536.98,4,5,12,29,89.62,40.06,31.3,Yes,69.1,151.04,High_spent_Medium_value_payments,568.14,1
39,Architect,9983.345,6,10,15,22,1823.35,29.51,9.3,Yes,29.24,18.18,High_spent_Medium_value_payments,278.47,0
40,Architect,9983.345,7,11,15,22,1823.35,25.83,9.8,Yes,29.24,30.96,Low_spent_Large_value_payments,285.69,1
40,Architect,9983.345,7,11,15,22,1823.35,26.29,9.9,Yes,29.24,10.61,High_spent_Large_value_payments,276.04,1
14,Accountant,27796.42,6,5,16,18,1073.94,30.39,27.2,Yes,36.07,130.1,Low_spent_Large_value_payments,333.87,1
14,Accountant,27796.42,6,5,16,20,1073.94,37.16,27.3,Yes,36.07,75.72,High_spent_Medium_value_payments,368.25,1
15,Accountant,27796.42,6,5,16,18,1073.94,40.35,27.5,Yes,36.07,200.67,Low_spent_Large_value_payments,263.3,1
15,Accountant,27796.42,6,5,16,18,1073.94,27.45,27.7,Yes,36.07,34.57,High_spent_Large_value_payments,399.4,1
42,Architect,140014.36,3,7,18,27,1151.7,26.57,17.6,No,348.62,388.0,High_spent_Medium_value_payments,679.67,1
47,Accountant,37071.2,1,6,6,17,869.99,34.99,18.4,No,74.69,386.9,Low_spent_Small_value_payments,129.04,2
47,Accountant,37071.2,1,6,6,14,869.99,34.97,18.5,No,74.69,68.25,High_spent_Large_value_payments,397.69,2
48,Accountant,37071.2,1,6,6,14,869.99,39.63,18.7,No,74.69,276.82,Low_spent_Small_value_payments,239.12,2
48,Accountant,37071.2,1,6,6,14,869.99,32.25,18.9,No,74.69,68.03,High_spent_Large_value_payments,397.9,2
38,Architect,40391.66,10,7,18,35,1950.62,38.4,7.11,Yes,60.37,270.63,Low_spent_Medium_value_payments,284.8,0
38,Architect,40391.66,10,7,18,35,1950.62,30.77,8.0,Yes,60.37,89.65,High_spent_Medium_value_payments,435.78,0
38,Architect,40391.66,10,7,18,30,1950.62,23.35,8.2,Yes,60.37,253.06,Low_spent_Large_value_payments,292.36,0
38,Architect,40391.66,10,7,18,39,1950.62,25.19,8.3,Yes,60.37,34.14,High_spent_Large_value_payments,481.28,0
38,Architect,40391.66,10,7,18,35,1950.62,26.2,8.5,Yes,60.37,124.11,High_spent_Medium_value_payments,401.32,1
38,Architect,40391.66,10,7,18,33,1950.62,38.82,8.6,Yes,60.37,331.87,Low_spent_Small_value_payments,233.56,0
19,Writer,7441.295,5,8,33,17,2569.3,27.07,5.11,Yes,25.42,56.94,Low_spent_Medium_value_payments,284.95,0
40,Scientist,19065.32,3,6,5,23,2008.06,29.45,16.7,Yes,76.21,63.52,Low_spent_Medium_value_payments,290.04,1
40,Scientist,19065.32,3,6,5,23,2008.06,29.76,16.8,Yes,76.21,20.97,High_spent_Large_value_payments,292.6,1
40,Scientist,19065.32,3,6,5,23,2008.06,29.54,17.0,Yes,76.21,54.21,High_spent_Medium_value_payments,269.36,1
46,Entrepreneur,24585.55,3,4,14,9,195.38,35.08,26.1,Yes,30.45,139.05,Low_spent_Small_value_payments,352.19,1
46,Entrepreneur,24585.55,3,4,14,9,195.38,37.75,27.0,Yes,30.45,50.47,High_spent_Large_value_payments,390.76,1
46,Entrepreneur,24585.55,3,4,14,9,195.38,27.46,27.1,Yes,30.45,50.96,High_spent_Small_value_payments,410.27,1
46,Entrepreneur,24585.55,3,4,14,9,195.38,38.48,27.3,Yes,30.45,195.59,Low_spent_Small_value_payments,295.65,1
46,Entrepreneur,24585.55,3,4,14,9,195.38,31.15,27.4,Yes,30.45,66.08,Low_spent_Large_value_payments,405.15,1
27,Manager,15013.73,7,4,14,23,1403.17,32.68,12.1,Yes,51.55,151.23,Low_spent_Small_value_payments,199.94,1
44,Journalist,126006.68,4,3,20,8,385.8,34.87,26.3,Yes,239.77,408.3,High_spent_Medium_value_payments,671.29,1
38,Teacher,34212.01,6,5,10,21,512.38,29.75,27.11,No,66.68,270.24,Low_spent_Small_value_payments,237.78,1
38,Teacher,34212.01,6,5,10,18,512.38,31.85,28.2,No,66.68,150.71,High_spent_Small_value_payments,327.32,1
38,Teacher,34212.01,6,5,10,16,512.38,32.64,28.3,No,66.68,26.27,High_spent_Large_value_payments,431.75,1
26,Entrepreneur,118487.16,8,4,20,15,140.26,36.91,31.5,No,301.56,361.43,Low_spent_Medium_value_payments,598.1,1
26,Entrepreneur,118487.16,8,4,20,15,140.26,36.72,31.7,No,301.56,359.21,High_spent_Small_value_payments,580.32,1
26,Entrepreneur,118487.16,8,4,20,11,140.26,31.47,31.11,No,301.56,386.41,High_spent_Medium_value_payments,543.12,1
26,Mechanic,77418.52,7,9,20,38,3962.08,34.76,11.5,Yes,339.03,212.4,Low_spent_Medium_value_payments,373.63,0
26,Mechanic,77418.52,7,9,20,38,3962.08,23.11,11.9,Yes,339.03,78.03,High_spent_Large_value_payments,467.99,0
26,Mechanic,77418.52,7,9,20,38,3962.08,28.25,11.1,Yes,339.03,141.09,High_spent_Large_value_payments,404.93,0
45,Architect,24199.24,3,7,6,26,784.35,36.69,21.1,No,13.89,22.73,High_spent_Large_value_payments,398.54,2
46,Architect,24199.24,3,7,6,26,784.35,34.0,21.2,No,13.89,36.26,High_spent_Small_value_payments,405.02,2
46,Architect,24199.24,3,7,6,29,784.35,38.04,21.8,No,13.89,48.21,High_spent_Small_value_payments,393.07,2
31,Manager,16578.115,3,5,15,10,1054.86,34.12,22.9,Yes,21.43,25.86,High_spent_Medium_value_payments,345.37,1
31,Manager,16578.115,3,5,15,10,1054.86,35.68,22.1,Yes,21.43,58.18,Low_spent_Small_value_payments,353.05,1
32,Manager,16578.115,3,5,15,10,1054.86,35.73,22.11,Yes,21.43,28.29,High_spent_Medium_value_payments,342.93,1
32,Manager,16578.115,3,5,15,10,1054.86,29.05,23.2,Yes,21.43,53.91,Low_spent_Medium_value_payments,347.31,1
20,Writer,74647.4,6,5,20,52,4167.43,26.04,13.3,Yes,309.58,142.36,High_spent_Large_value_payments,420.82,1
20,Writer,74647.4,6,5,20,52,4167.43,32.43,13.9,Yes,309.58,93.96,High_spent_Large_value_payments,469.22,1
23,Engineer,16852.635,4,6,9,27,775.22,22.39,29.5,Yes,160.59,186.2,Low_spent_Small_value_payments,272.94,1
20,Scientist,33502.1,7,9,27,57,2362.68,32.8,18.0,Yes,158.61,191.28,Low_spent_Small_value_payments,229.2,1
20,Scientist,33502.1,7,9,27,57,2362.68,33.19,18.1,Yes,158.61,335.34,Low_spent_Small_value_payments,85.14,0
20,Scientist,33502.1,7,9,27,57,2362.68,32.98,18.2,Yes,158.61,72.57,High_spent_Medium_value_payments,307.91,0
20,Scientist,33502.1,7,9,27,57,2362.68,24.19,18.3,Yes,158.61,123.57,Low_spent_Small_value_payments,296.91,0
20,Scientist,33502.1,7,9,27,57,2362.68,32.83,18.4,Yes,158.61,45.49,High_spent_Medium_value_payments,334.99,0
27,Media_Manager,91690.53,2,6,2,6,1295.18,37.69,31.4,No,130.85,289.45,High_spent_Medium_value_payments,609.29,1
36,Entrepreneur,30502.54,8,7,24,26,1672.68,37.25,14.5,Yes,154.39,43.84,High_spent_Large_value_payments,301.35,0
36,Entrepreneur,30502.54,8,7,24,28,1672.68,34.87,14.6,Yes,154.39,168.02,Low_spent_Large_value_payments,207.17,0
37,Entrepreneur,30502.54,8,7,24,25,1672.68,27.97,14.7,Yes,154.39,216.18,Low_spent_Small_value_payments,179.01,0
37,Entrepreneur,30502.54,8,7,24,25,1672.68,37.51,14.9,Yes,154.39,106.58,High_spent_Medium_value_payments,248.61,0
37,Entrepreneur,30502.54,8,7,24,25,1672.68,34.63,14.1,Yes,154.39,21.0,High_spent_Large_value_payments,324.2,0
37,Entrepreneur,30502.54,8,7,24,25,1672.68,32.29,14.11,Yes,154.39,199.59,Low_spent_Large_value_payments,175.61,0
37,Entrepreneur,30502.54,8,7,24,25,1672.68,37.61,15.0,Yes,154.39,215.38,Low_spent_Small_value_payments,179.81,0
20,Media_Manager,30272.61,3,3,15,30,180.94,35.63,15.1,Yes,17.98,128.35,Low_spent_Small_value_payments,369.54,1
20,Media_Manager,30272.61,3,3,15,30,180.94,36.37,15.11,Yes,17.98,156.74,High_spent_Small_value_payments,311.16,1
20,Media_Manager,30272.61,3,3,15,30,180.94,24.92,16.0,Yes,17.98,145.72,Low_spent_Large_value_payments,332.17,1
20,Media_Manager,30272.61,3,3,15,30,180.94,26.16,16.2,Yes,17.98,124.73,Low_spent_Large_value_payments,353.16,1
21,Media_Manager,30272.61,3,3,15,30,180.94,31.79,16.3,Yes,17.98,162.79,Low_spent_Small_value_payments,335.11,1
21,Media_Manager,30272.61,3,3,15,30,180.94,27.05,16.5,Yes,17.98,110.22,Low_spent_Small_value_payments,387.68,1
31,Accountant,59971.42,8,5,6,11,203.03,39.58,20.2,No,107.94,217.69,Low_spent_Large_value_payments,463.43,1
31,Accountant,59971.42,8,5,6,11,203.03,32.61,20.3,No,107.94,398.18,Low_spent_Small_value_payments,302.94,1
31,Accountant,59971.42,8,5,6,12,203.03,30.37,20.6,No,107.94,171.77,High_spent_Small_value_payments,499.36,1
31,Accountant,59971.42,8,5,6,11,203.03,36.48,20.8,No,107.94,123.1,High_spent_Medium_value_payments,538.03,1
32,Accountant,42220.39,1,4,1,11,257.81,26.87,22.5,No,135.27,219.44,Low_spent_Large_value_payments,264.33,1
32,Accountant,42220.39,1,4,1,6,257.81,28.64,22.6,No,135.27,331.31,Low_spent_Small_value_payments,172.46,1
32,Accountant,42220.39,1,4,1,9,257.81,29.92,22.7,No,135.27,166.29,Low_spent_Medium_value_payments,327.48,1
33,Accountant,42220.39,1,4,1,9,257.81,34.16,22.11,No,191.95,140.45,High_spent_Medium_value_payments,323.31,1
51,Architect,43581.13,4,3,9,14,900.83,25.61,23.4,No,103.03,57.06,High_spent_Medium_value_payments,446.58,2
51,Architect,43581.13,4,3,9,14,900.83,34.13,23.5,No,103.03,79.46,High_spent_Large_value_payments,414.18,2
33,Doctor,35376.32,8,3,19,12,1166.47,34.78,18.2,Yes,58.22,57.84,High_spent_Medium_value_payments,405.65,1
33,Doctor,35376.32,8,3,19,12,1166.47,39.99,18.3,Yes,58.22,61.49,High_spent_Medium_value_payments,402.0,1
33,Doctor,35376.32,8,3,19,12,1166.47,30.24,18.6,Yes,58.22,126.15,Low_spent_Large_value_payments,357.33,1
34,Doctor,35376.32,8,3,19,12,1166.47,26.13,18.8,Yes,58.22,87.98,High_spent_Medium_value_payments,375.5,1
26,Entrepreneur,19853.35,7,4,6,21,816.46,35.28,18.11,No,28.07,22.03,High_spent_Large_value_payments,362.54,1
26,Entrepreneur,19853.35,7,4,6,21,816.46,38.78,19.3,No,141.51,104.27,Low_spent_Medium_value_payments,320.31,1
26,Entrepreneur,19853.35,7,4,6,21,816.46,28.94,19.4,No,141.51,64.89,Low_spent_Small_value_payments,369.68,1
44,Journalist,7512.225,7,7,14,6,540.07,27.51,8.1,Yes,20.69,32.38,Low_spent_Small_value_payments,288.24,1
44,Journalist,7512.225,7,7,14,6,540.07,23.91,8.2,Yes,20.69,63.02,Low_spent_Small_value_payments,257.59,1
44,Journalist,7512.225,7,7,14,6,540.07,26.06,8.5,Yes,20.69,10.13,High_spent_Medium_value_payments,270.48,1
44,Journalist,7512.225,7,7,14,2,540.07,37.38,8.7,Yes,20.69,35.66,High_spent_Small_value_payments,254.95,1
44,Journalist,7512.225,7,7,14,6,540.07,23.82,8.8,Yes,20.69,27.98,Low_spent_Small_value_payments,292.63,1
15,Mechanic,35161.46,10,8,32,58,4445.32,29.47,8.0,Yes,113.39,82.99,High_spent_Medium_value_payments,346.63,1
16,Mechanic,35161.46,10,8,32,56,4445.32,28.41,8.3,Yes,113.39,37.42,High_spent_Medium_value_payments,392.2,0
33,Writer,9133.045,6,7,34,56,3035.88,41.35,8.11,Yes,30.2,26.31,Low_spent_Small_value_payments,311.2,1
22,Entrepreneur,19283.47,10,8,34,38,4404.48,40.44,5.9,Yes,84.62,43.34,High_spent_Large_value_payments,300.73,1
22,Entrepreneur,19283.47,10,8,34,38,4404.48,38.02,6.1,Yes,84.62,25.49,High_spent_Large_value_payments,318.59,1
23,Entrepreneur,19283.47,10,8,34,38,4404.48,22.99,6.3,Yes,84.62,103.51,Low_spent_Large_value_payments,270.57,1
33,Media_Manager,9444.795,7,8,28,31,1701.58,30.67,5.7,Yes,27.59,71.41,Low_spent_Small_value_payments,276.01,0
34,Media_Manager,9444.795,7,8,28,26,1701.58,33.21,5.8,Yes,27.59,83.44,Low_spent_Small_value_payments,263.97,0
34,Media_Manager,9444.795,7,8,28,25,1701.58,36.85,5.9,Yes,27.59,20.14,High_spent_Large_value_payments,277.27,0
34,Media_Manager,9444.795,7,8,28,26,1701.58,38.82,5.1,Yes,27.59,62.57,Low_spent_Small_value_payments,284.84,0
34,Media_Manager,9444.795,7,8,28,26,1701.58,25.64,5.11,Yes,27.59,60.23,Low_spent_Medium_value_payments,277.18,0
46,Doctor,70112.78,1,7,3,3,877.06,35.44,25.2,No,69.72,94.87,High_spent_Large_value_payments,674.38,0
46,Doctor,70112.78,1,7,3,5,877.06,39.91,25.4,No,69.72,122.54,High_spent_Medium_value_payments,656.71,0
47,Doctor,70112.78,1,7,3,5,877.06,34.3,25.5,No,69.72,185.15,High_spent_Medium_value_payments,594.1,0
17,Entrepreneur,15604.56,9,5,25,27,2686.18,27.4,19.6,Yes,37.91,56.04,Low_spent_Large_value_payments,314.99,0
17,Entrepreneur,15604.56,9,5,25,27,2686.18,37.98,19.7,Yes,37.91,169.06,Low_spent_Small_value_payments,221.96,0
17,Entrepreneur,15604.56,9,5,25,31,2686.18,38.61,19.9,Yes,37.91,25.99,High_spent_Small_value_payments,335.04,0
37,Manager,68935.26,1,5,8,12,457.81,26.82,25.11,No,102.8,37.17,High_spent_Large_value_payments,651.89,2
42,Doctor,31807.0,8,3,14,21,611.04,24.1,20.1,Yes,35.55,195.28,Low_spent_Small_value_payments,332.52,1
42,Doctor,31807.0,8,3,14,21,611.04,27.07,20.4,Yes,35.55,32.16,High_spent_Medium_value_payments,455.65,2
42,Doctor,31807.0,8,3,14,18,611.04,32.97,20.7,Yes,35.55,202.95,Low_spent_Large_value_payments,304.86,2
42,Doctor,31807.0,8,3,14,20,611.04,40.67,20.8,Yes,35.55,35.28,High_spent_Large_value_payments,442.53,2
36,Musician,10025.2,10,10,21,23,1409.58,36.61,15.3,Yes,41.43,141.36,Low_spent_Small_value_payments,216.15,0
39,Media_Manager,64036.88,8,4,15,26,1635.19,39.58,7.1,Yes,127.83,93.12,High_spent_Large_value_payments,578.19,1
39,Media_Manager,64036.88,8,4,15,29,1635.19,32.86,7.11,Yes,127.83,297.98,Low_spent_Medium_value_payments,413.34,1
39,Media_Manager,64036.88,8,4,15,31,1635.19,34.17,8.0,Yes,127.83,408.98,Low_spent_Medium_value_payments,302.33,1
39,Media_Manager,64036.88,8,4,15,29,1635.19,41.6,8.2,Yes,127.83,141.94,High_spent_Small_value_payments,549.37,1
39,Media_Manager,64036.88,8,4,15,31,1635.19,34.81,8.3,Yes,127.83,267.17,Low_spent_Large_value_payments,434.15,1
29,Teacher,9783.245,8,6,29,45,1684.06,32.48,18.5,Yes,52.84,94.75,Low_spent_Small_value_payments,233.23,0
29,Teacher,9783.245,8,6,29,50,1684.06,39.31,18.9,Yes,52.84,31.69,High_spent_Small_value_payments,266.3,0
30,Teacher,9783.245,8,6,29,45,1684.06,26.63,18.11,Yes,52.84,84.65,Low_spent_Small_value_payments,243.34,0
22,Accountant,86522.72,8,5,13,14,455.22,31.59,27.11,Yes,45.26,322.23,High_spent_Small_value_payments,602.32,1
21,Lawyer,124419.66,3,4,11,13,923.85,32.06,31.11,No,344.18,338.65,High_spent_Medium_value_payments,589.3,1
50,Entrepreneur,15606.515,3,4,6,7,257.85,38.17,33.5,No,35.63,33.17,High_spent_Medium_value_payments,304.65,0
24,Developer,28230.92,8,6,32,49,2989.13,30.33,6.11,Yes,132.48,278.54,Low_spent_Small_value_payments,97.43,1
24,Developer,28230.92,8,6,32,49,2989.13,34.11,7.1,Yes,132.48,186.02,Low_spent_Large_value_payments,169.96,1
24,Developer,28230.92,8,6,32,49,2989.13,36.08,7.2,Yes,132.48,194.74,Low_spent_Large_value_payments,161.23,1
29,Developer,10623.765,6,3,18,2,181.68,38.35,16.1,Yes,26.52,62.25,High_spent_Small_value_payments,260.77,1
29,Developer,10623.765,6,3,18,9,181.68,33.47,16.2,Yes,26.52,111.85,Low_spent_Small_value_payments,241.17,1
19,Teacher,11970.955,8,4,7,26,889.62,33.26,25.11,No,14.89,44.43,High_spent_Small_value_payments,317.65,1
19,Teacher,11970.955,8,4,7,31,889.62,33.85,26.0,No,14.89,109.94,Low_spent_Small_value_payments,282.13,1
19,Teacher,11970.955,8,4,7,26,889.62,28.08,26.1,No,14.89,49.99,Low_spent_Medium_value_payments,332.08,1
19,Teacher,11970.955,8,4,7,26,889.62,30.59,26.4,No,14.89,63.83,Low_spent_Medium_value_payments,318.24,1
20,Manager,33335.24,1,6,8,1,1226.23,38.58,21.4,No,21.54,22.45,High_spent_Large_value_payments,502.01,1
20,Manager,33335.24,1,6,8,1,1226.23,27.46,21.5,No,21.54,53.06,High_spent_Large_value_payments,471.4,1
20,Manager,33335.24,1,6,8,1,1226.23,38.52,21.6,No,21.54,59.69,High_spent_Large_value_payments,464.76,1
20,Manager,33335.24,1,6,8,6,1226.23,37.98,21.7,No,21.54,201.27,Low_spent_Small_value_payments,373.18,1
48,Entrepreneur,32314.44,2,5,5,9,1339.6,36.63,21.9,No,80.21,151.94,Low_spent_Large_value_payments,318.43,2
49,Entrepreneur,32314.44,2,5,5,9,1339.6,23.67,21.11,No,80.21,176.84,Low_spent_Small_value_payments,313.53,2
49,Entrepreneur,32314.44,2,5,5,9,1339.6,30.12,22.0,No,80.21,95.19,Low_spent_Large_value_payments,375.18,2
49,Entrepreneur,32314.44,2,5,5,9,1339.6,37.1,22.2,No,204.92,112.66,High_spent_Medium_value_payments,337.72,2
45,Musician,99127.04,8,3,10,17,1126.35,35.89,26.5,Yes,245.99,148.21,High_spent_Large_value_payments,667.56,1
45,Musician,99127.04,8,3,10,17,1126.35,32.78,26.6,Yes,245.99,353.12,Low_spent_Medium_value_payments,502.65,1
15,Writer,10405.01,6,7,30,54,2086.22,31.7,14.9,Yes,33.6,45.77,High_spent_Small_value_payments,250.04,0
15,Writer,10405.01,6,7,30,51,2086.22,24.53,14.1,Yes,33.6,59.15,Low_spent_Medium_value_payments,256.66,0
15,Writer,10405.01,6,7,30,54,2086.22,29.65,14.11,Yes,33.6,27.7,Low_spent_Small_value_payments,298.1,0
